
rtarget:     file format elf64-x86-64


Disassembly of section .init:

0000000000401000 <_init>:
  401000:	f3 0f 1e fa          	endbr64 
  401dd6:	69 c0 6d 49 00 00    	imul   $0x496d,%eax,%eax
  401ddc:	89 44 24 1c          	mov    %eax,0x1c(%rsp)
  401de0:	8b 44 24 24          	mov    0x24(%rsp),%eax
  401de4:	69 c0 11 b3 00 00    	imul   $0xb311,%eax,%eax
  401dea:	89 44 24 24          	mov    %eax,0x24(%rsp)
  401dee:	8b 44 24 04          	mov    0x4(%rsp),%eax
  401df2:	69 c0 45 12 00 00    	imul   $0x1245,%eax,%eax
  401df8:	89 44 24 04          	mov    %eax,0x4(%rsp)
  401dfc:	8b 44 24 1c          	mov    0x1c(%rsp),%eax
  401e00:	69 c0 dd 71 00 00    	imul   $0x71dd,%eax,%eax
  401e06:	89 44 24 1c          	mov    %eax,0x1c(%rsp)
  401e0a:	8b 44 24 08          	mov    0x8(%rsp),%eax
  401e0e:	69 c0 ed 21 00 00    	imul   $0x21ed,%eax,%eax
  401e14:	89 44 24 08          	mov    %eax,0x8(%rsp)
  401e18:	8b 04 24             	mov    (%rsp),%eax
  401e1b:	69 c0 03 d1 00 00    	imul   $0xd103,%eax,%eax
  401e21:	89 04 24             	mov    %eax,(%rsp)
  401e24:	8b 44 24 04          	mov    0x4(%rsp),%eax
  401e28:	69 c0 a3 cb 00 00    	imul   $0xcba3,%eax,%eax
  401e2e:	89 44 24 04          	mov    %eax,0x4(%rsp)
  401e32:	8b 44 24 04          	mov    0x4(%rsp),%eax
  401e36:	69 c0 70 31 00 00    	imul   $0x3170,%eax,%eax
  401e3c:	89 44 24 04          	mov    %eax,0x4(%rsp)
  401e40:	8b 04 24             	mov    (%rsp),%eax
  401e43:	69 c0 cc 04 00 00    	imul   $0x4cc,%eax,%eax
  401e49:	89 04 24             	mov    %eax,(%rsp)
  401e4c:	8b 44 24 10          	mov    0x10(%rsp),%eax
  401e50:	69 c0 db 9f 00 00    	imul   $0x9fdb,%eax,%eax
  401e56:	89 44 24 10          	mov    %eax,0x10(%rsp)
  401e5a:	8b 04 24             	mov    (%rsp),%eax
  401e5d:	69 c0 8d be 00 00    	imul   $0xbe8d,%eax,%eax
  401e63:	89 04 24             	mov    %eax,(%rsp)
  401e66:	8b 04 24             	mov    (%rsp),%eax
  401e69:	69 c0 fb 60 00 00    	imul   $0x60fb,%eax,%eax
  401e6f:	89 04 24             	mov    %eax,(%rsp)
  401e72:	8b 44 24 10          	mov    0x10(%rsp),%eax
  401e76:	69 c0 73 6a 00 00    	imul   $0x6a73,%eax,%eax
  401e7c:	89 44 24 10          	mov    %eax,0x10(%rsp)
  401e80:	8b 44 24 14          	mov    0x14(%rsp),%eax
  401e84:	69 c0 2a 1c 00 00    	imul   $0x1c2a,%eax,%eax
  401e8a:	89 44 24 14          	mov    %eax,0x14(%rsp)
  401e8e:	8b 44 24 08          	mov    0x8(%rsp),%eax
  401e92:	69 c0 8b 73 00 00    	imul   $0x738b,%eax,%eax
  401e98:	89 44 24 08          	mov    %eax,0x8(%rsp)
  401e9c:	8b 04 24             	mov    (%rsp),%eax
  401e9f:	69 c0 3b 49 00 00    	imul   $0x493b,%eax,%eax
  401ea5:	89 04 24             	mov    %eax,(%rsp)
  401ea8:	8b 44 24 18          	mov    0x18(%rsp),%eax
  401eac:	69 c0 5a a6 00 00    	imul   $0xa65a,%eax,%eax
  401eb2:	89 44 24 18          	mov    %eax,0x18(%rsp)
  401eb6:	b8 00 00 00 00       	mov    $0x0,%eax
  401ebb:	ba 00 00 00 00       	mov    $0x0,%edx
  401ec0:	83 f8 09             	cmp    $0x9,%eax
  401ec3:	77 0c                	ja     401ed1 <scramble+0x56c>
  401ec5:	89 c1                	mov    %eax,%ecx
  401ec7:	8b 0c 8c             	mov    (%rsp,%rcx,4),%ecx
  401eca:	01 ca                	add    %ecx,%edx
  401ecc:	83 c0 01             	add    $0x1,%eax
  401ecf:	eb ef                	jmp    401ec0 <scramble+0x55b>
  401ed1:	48 8b 44 24 28       	mov    0x28(%rsp),%rax
  401ed6:	64 48 33 04 25 28 00 	xor    %fs:0x28,%rax
  401edd:	00 00 
  401edf:	75 07                	jne    401ee8 <scramble+0x583>
  401ee1:	89 d0                	mov    %edx,%eax
  401ee3:	48 83 c4 38          	add    $0x38,%rsp
  401ee7:	c3                   	retq   
  401ee8:	e8 c3 f3 ff ff       	callq  4012b0 <__stack_chk_fail@plt>

0000000000401eed <getbuf>:
  401eed:	48 83 ec 38          	sub    $0x38,%rsp
  401ef1:	48 89 e7             	mov    %rsp,%rdi
  401ef4:	e8 6f 04 00 00       	callq  402368 <Gets>
  401ef9:	b8 01 00 00 00       	mov    $0x1,%eax
  401efe:	48 83 c4 38          	add    $0x38,%rsp
  401f02:	c3                   	retq   

0000000000401f03 <touch1>:
  401f03:	50                   	push   %rax
  401f04:	58                   	pop    %rax
  401f05:	48 83 ec 08          	sub    $0x8,%rsp
  401f09:	c7 05 e9 55 00 00 01 	movl   $0x1,0x55e9(%rip)        # 4074fc <vlevel>
  401f10:	00 00 00 
  401f13:	48 8d 3d de 23 00 00 	lea    0x23de(%rip),%rdi        # 4042f8 <_IO_stdin_used+0x2f8>
  401f1a:	e8 71 f3 ff ff       	callq  401290 <puts@plt>
  401f1f:	bf 01 00 00 00       	mov    $0x1,%edi
  401f24:	e8 aa 06 00 00       	callq  4025d3 <validate>
  401f29:	bf 00 00 00 00       	mov    $0x0,%edi
  401f2e:	e8 bd f4 ff ff       	callq  4013f0 <exit@plt>

0000000000401f33 <touch2>:
  401f33:	50                   	push   %rax
  401f34:	58                   	pop    %rax
  401f35:	48 83 ec 08          	sub    $0x8,%rsp
  401f39:	89 fa                	mov    %edi,%edx
  401f3b:	c7 05 b7 55 00 00 02 	movl   $0x2,0x55b7(%rip)        # 4074fc <vlevel>
  401f42:	00 00 00 
  401f45:	39 3d b9 55 00 00    	cmp    %edi,0x55b9(%rip)        # 407504 <cookie>
  401f4b:	74 2a                	je     401f77 <touch2+0x44>
  401f4d:	48 8d 35 f4 23 00 00 	lea    0x23f4(%rip),%rsi        # 404348 <_IO_stdin_used+0x348>
  401f54:	bf 01 00 00 00       	mov    $0x1,%edi
  401f59:	b8 00 00 00 00       	mov    $0x0,%eax
  401f5e:	e8 3d f4 ff ff       	callq  4013a0 <__printf_chk@plt>
  401f63:	bf 02 00 00 00       	mov    $0x2,%edi
  401f68:	e8 36 07 00 00       	callq  4026a3 <fail>
  401f6d:	bf 00 00 00 00       	mov    $0x0,%edi
  401f72:	e8 79 f4 ff ff       	callq  4013f0 <exit@plt>
  401f77:	48 8d 35 a2 23 00 00 	lea    0x23a2(%rip),%rsi        # 404320 <_IO_stdin_used+0x320>
  401f7e:	bf 01 00 00 00       	mov    $0x1,%edi
  401f83:	b8 00 00 00 00       	mov    $0x0,%eax
  401f88:	e8 13 f4 ff ff       	callq  4013a0 <__printf_chk@plt>
  401f8d:	bf 02 00 00 00       	mov    $0x2,%edi
  401f92:	e8 3c 06 00 00       	callq  4025d3 <validate>
  401f97:	eb d4                	jmp    401f6d <touch2+0x3a>

0000000000401f99 <hexmatch>:
  401f99:	41 55                	push   %r13
  401f9b:	41 54                	push   %r12
  401f9d:	55                   	push   %rbp
  401f9e:	53                   	push   %rbx
  401f9f:	48 81 ec 88 00 00 00 	sub    $0x88,%rsp
  401fa6:	89 fd                	mov    %edi,%ebp
  401fa8:	48 89 f3             	mov    %rsi,%rbx
  401fab:	41 bc 28 00 00 00    	mov    $0x28,%r12d
  401fb1:	64 49 8b 04 24       	mov    %fs:(%r12),%rax
  401fb6:	48 89 44 24 78       	mov    %rax,0x78(%rsp)
  401fbb:	31 c0                	xor    %eax,%eax
  401fbd:	e8 ae f3 ff ff       	callq  401370 <random@plt>
  401fc2:	48 89 c1             	mov    %rax,%rcx
  401fc5:	48 ba 0b d7 a3 70 3d 	movabs $0xa3d70a3d70a3d70b,%rdx
  401fcc:	0a d7 a3 
  401fcf:	48 f7 ea             	imul   %rdx
  401fd2:	48 01 ca             	add    %rcx,%rdx
  401fd5:	48 c1 fa 06          	sar    $0x6,%rdx
  401fd9:	48 89 c8             	mov    %rcx,%rax
  401fdc:	48 c1 f8 3f          	sar    $0x3f,%rax
  401fe0:	48 29 c2             	sub    %rax,%rdx
  401fe3:	48 8d 04 92          	lea    (%rdx,%rdx,4),%rax
  401fe7:	48 8d 04 80          	lea    (%rax,%rax,4),%rax
  401feb:	48 c1 e0 02          	shl    $0x2,%rax
  401fef:	48 29 c1             	sub    %rax,%rcx
  401ff2:	4c 8d 2c 0c          	lea    (%rsp,%rcx,1),%r13
  401ff6:	41 89 e8             	mov    %ebp,%r8d
  401ff9:	48 8d 0d 15 23 00 00 	lea    0x2315(%rip),%rcx        # 404315 <_IO_stdin_used+0x315>
  402000:	48 c7 c2 ff ff ff ff 	mov    $0xffffffffffffffff,%rdx
  402007:	be 01 00 00 00       	mov    $0x1,%esi
  40200c:	4c 89 ef             	mov    %r13,%rdi
  40200f:	b8 00 00 00 00       	mov    $0x0,%eax
  402014:	e8 17 f4 ff ff       	callq  401430 <__sprintf_chk@plt>
  402019:	ba 09 00 00 00       	mov    $0x9,%edx
  40201e:	4c 89 ee             	mov    %r13,%rsi
  402021:	48 89 df             	mov    %rbx,%rdi
  402024:	e8 47 f2 ff ff       	callq  401270 <strncmp@plt>
  402029:	85 c0                	test   %eax,%eax
  40202b:	0f 94 c0             	sete   %al
  40202e:	48 8b 5c 24 78       	mov    0x78(%rsp),%rbx
  402033:	64 49 33 1c 24       	xor    %fs:(%r12),%rbx
  402038:	75 11                	jne    40204b <hexmatch+0xb2>
  40203a:	0f b6 c0             	movzbl %al,%eax
  40203d:	48 81 c4 88 00 00 00 	add    $0x88,%rsp
  402044:	5b                   	pop    %rbx
  402045:	5d                   	pop    %rbp
  402046:	41 5c                	pop    %r12
  402048:	41 5d                	pop    %r13
  40204a:	c3                   	retq   
  40204b:	e8 60 f2 ff ff       	callq  4012b0 <__stack_chk_fail@plt>

0000000000402050 <touch3>:
  402050:	53                   	push   %rbx
  402051:	48 89 fb             	mov    %rdi,%rbx
  402054:	c7 05 9e 54 00 00 03 	movl   $0x3,0x549e(%rip)        # 4074fc <vlevel>
  40205b:	00 00 00 
  40205e:	48 89 fe             	mov    %rdi,%rsi
  402061:	8b 3d 9d 54 00 00    	mov    0x549d(%rip),%edi        # 407504 <cookie>
  402067:	e8 2d ff ff ff       	callq  401f99 <hexmatch>
  40206c:	85 c0                	test   %eax,%eax
  40206e:	74 2d                	je     40209d <touch3+0x4d>
  402070:	48 89 da             	mov    %rbx,%rdx
  402073:	48 8d 35 f6 22 00 00 	lea    0x22f6(%rip),%rsi        # 404370 <_IO_stdin_used+0x370>
  40207a:	bf 01 00 00 00       	mov    $0x1,%edi
  40207f:	b8 00 00 00 00       	mov    $0x0,%eax
  402084:	e8 17 f3 ff ff       	callq  4013a0 <__printf_chk@plt>
  402089:	bf 03 00 00 00       	mov    $0x3,%edi
  40208e:	e8 40 05 00 00       	callq  4025d3 <validate>
  402093:	bf 00 00 00 00       	mov    $0x0,%edi
  402098:	e8 53 f3 ff ff       	callq  4013f0 <exit@plt>
  40209d:	48 89 da             	mov    %rbx,%rdx
  4020a0:	48 8d 35 f1 22 00 00 	lea    0x22f1(%rip),%rsi        # 404398 <_IO_stdin_used+0x398>
  4020a7:	bf 01 00 00 00       	mov    $0x1,%edi
  4020ac:	b8 00 00 00 00       	mov    $0x0,%eax
  4020b1:	e8 ea f2 ff ff       	callq  4013a0 <__printf_chk@plt>
  4020b6:	bf 03 00 00 00       	mov    $0x3,%edi
  4020bb:	e8 e3 05 00 00       	callq  4026a3 <fail>
  4020c0:	eb d1                	jmp    402093 <touch3+0x43>

00000000004020c2 <test>:
  4020c2:	48 83 ec 08          	sub    $0x8,%rsp
  4020c6:	b8 00 00 00 00       	mov    $0x0,%eax
  4020cb:	e8 1d fe ff ff       	callq  401eed <getbuf>
  4020d0:	89 c2                	mov    %eax,%edx
  4020d2:	48 8d 35 e7 22 00 00 	lea    0x22e7(%rip),%rsi        # 4043c0 <_IO_stdin_used+0x3c0>
  4020d9:	bf 01 00 00 00       	mov    $0x1,%edi
  4020de:	b8 00 00 00 00       	mov    $0x0,%eax
  4020e3:	e8 b8 f2 ff ff       	callq  4013a0 <__printf_chk@plt>
  4020e8:	48 83 c4 08          	add    $0x8,%rsp
  4020ec:	c3                   	retq   

00000000004020ed <start_farm>:
  4020ed:	f3 0f 1e fa          	endbr64 
  4020f1:	b8 01 00 00 00       	mov    $0x1,%eax
  4020f6:	c3                   	retq   

00000000004020f7 <addval_336>:
  4020f7:	f3 0f 1e fa          	endbr64 
  4020fb:	8d 87 58 c3 71 94    	lea    -0x6b8e3ca8(%rdi),%eax
  402101:	c3                   	retq   

0000000000402102 <addval_185>:
  402102:	f3 0f 1e fa          	endbr64 
  402106:	8d 87 48 81 c7 c3    	lea    -0x3c387eb8(%rdi),%eax
  40210c:	c3                   	retq   

000000000040210d <setval_117>:
  40210d:	f3 0f 1e fa          	endbr64 
  402111:	c7 07 48 89 c7 c3    	movl   $0xc3c78948,(%rdi)
  402117:	c3                   	retq   

0000000000402118 <setval_494>:
  402118:	f3 0f 1e fa          	endbr64 
  40211c:	c7 07 48 89 c7 c1    	movl   $0xc1c78948,(%rdi)
  402122:	c3                   	retq   

0000000000402123 <addval_325>:
  402123:	f3 0f 1e fa          	endbr64 
  402127:	8d 87 54 58 90 c3    	lea    -0x3c6fa7ac(%rdi),%eax
  40212d:	c3                   	retq   

000000000040212e <setval_203>:
  40212e:	f3 0f 1e fa          	endbr64 
  402132:	c7 07 48 89 c7 90    	movl   $0x90c78948,(%rdi)
  402138:	c3                   	retq   

0000000000402139 <setval_275>:
  402139:	f3 0f 1e fa          	endbr64 
  40213d:	c7 07 58 92 90 c3    	movl   $0xc3909258,(%rdi)
  402143:	c3                   	retq   

0000000000402144 <setval_321>:
  402144:	f3 0f 1e fa          	endbr64 
  402148:	c7 07 f5 75 58 91    	movl   $0x915875f5,(%rdi)
  40214e:	c3                   	retq   

000000000040214f <mid_farm>:
  40214f:	f3 0f 1e fa          	endbr64 
  402153:	b8 01 00 00 00       	mov    $0x1,%eax
  402158:	c3                   	retq   

0000000000402159 <add_xy>:
  402159:	f3 0f 1e fa          	endbr64 
  40215d:	48 8d 04 37          	lea    (%rdi,%rsi,1),%rax
  402161:	c3                   	retq   

0000000000402162 <setval_120>:
  402162:	f3 0f 1e fa          	endbr64 
  402166:	c7 07 89 ce 48 c0    	movl   $0xc048ce89,(%rdi)
  40216c:	c3                   	retq   

000000000040216d <addval_153>:
  40216d:	f3 0f 1e fa          	endbr64 
  402171:	8d 87 48 8b e0 c3    	lea    -0x3c1f74b8(%rdi),%eax
  402177:	c3                   	retq   

0000000000402178 <setval_197>:
  402178:	f3 0f 1e fa          	endbr64 
  40217c:	c7 07 89 d1 90 c1    	movl   $0xc190d189,(%rdi)
  402182:	c3                   	retq   

0000000000402183 <getval_334>:
  402183:	f3 0f 1e fa          	endbr64 
  402187:	b8 89 ce 20 db       	mov    $0xdb20ce89,%eax
  40218c:	c3                   	retq   

000000000040218d <getval_297>:
  40218d:	f3 0f 1e fa          	endbr64 
  402191:	b8 89 d1 84 c9       	mov    $0xc984d189,%eax
  402196:	c3                   	retq   

0000000000402197 <getval_356>:
  402197:	f3 0f 1e fa          	endbr64 
  40219b:	b8 89 ce 30 db       	mov    $0xdb30ce89,%eax
  4021a0:	c3                   	retq   

00000000004021a1 <getval_250>:
  4021a1:	f3 0f 1e fa          	endbr64 
  4021a5:	b8 82 89 c2 c3       	mov    $0xc3c28982,%eax
  4021aa:	c3                   	retq   

00000000004021ab <addval_390>:
  4021ab:	f3 0f 1e fa          	endbr64 
  4021af:	8d 87 89 d1 90 c1    	lea    -0x3e6f2e77(%rdi),%eax
  4021b5:	c3                   	retq   

00000000004021b6 <addval_208>:
  4021b6:	f3 0f 1e fa          	endbr64 
  4021ba:	8d 87 89 d1 28 db    	lea    -0x24d72e77(%rdi),%eax
  4021c0:	c3                   	retq   

00000000004021c1 <getval_253>:
  4021c1:	f3 0f 1e fa          	endbr64 
  4021c5:	b8 19 8b ce 90       	mov    $0x90ce8b19,%eax
  4021ca:	c3                   	retq   

00000000004021cb <setval_309>:
  4021cb:	f3 0f 1e fa          	endbr64 
  4021cf:	c7 07 89 ce 94 d2    	movl   $0xd294ce89,(%rdi)
  4021d5:	c3                   	retq   

00000000004021d6 <setval_217>:
  4021d6:	f3 0f 1e fa          	endbr64 
  4021da:	c7 07 99 c2 20 c0    	movl   $0xc020c299,(%rdi)
  4021e0:	c3                   	retq   

00000000004021e1 <setval_189>:
  4021e1:	f3 0f 1e fa          	endbr64 
  4021e5:	c7 07 48 89 e0 c1    	movl   $0xc1e08948,(%rdi)
  4021eb:	c3                   	retq   

00000000004021ec <getval_169>:
  4021ec:	f3 0f 1e fa          	endbr64 
  4021f0:	b8 c9 c2 20 d2       	mov    $0xd220c2c9,%eax
  4021f5:	c3                   	retq   

00000000004021f6 <setval_473>:
  4021f6:	f3 0f 1e fa          	endbr64 
  4021fa:	c7 07 89 c2 28 db    	movl   $0xdb28c289,(%rdi)
  402200:	c3                   	retq   

0000000000402201 <addval_288>:
  402201:	f3 0f 1e fa          	endbr64 
  402205:	8d 87 99 d1 08 c9    	lea    -0x36f72e67(%rdi),%eax
  40220b:	c3                   	retq   

000000000040220c <setval_440>:
  40220c:	f3 0f 1e fa          	endbr64 
  402210:	c7 07 89 c2 91 c3    	movl   $0xc391c289,(%rdi)
  402216:	c3                   	retq   

0000000000402217 <addval_462>:
  402217:	f3 0f 1e fa          	endbr64 
  40221b:	8d 87 60 80 89 d1    	lea    -0x2e767fa0(%rdi),%eax
  402221:	c3                   	retq   

0000000000402222 <getval_472>:
  402222:	f3 0f 1e fa          	endbr64 
  402226:	b8 89 d1 28 db       	mov    $0xdb28d189,%eax
  40222b:	c3                   	retq   

000000000040222c <getval_259>:
  40222c:	f3 0f 1e fa          	endbr64 
  402230:	b8 89 c2 00 c9       	mov    $0xc900c289,%eax
  402235:	c3                   	retq   

0000000000402236 <setval_115>:
  402236:	f3 0f 1e fa          	endbr64 
  40223a:	c7 07 81 c2 84 c0    	movl   $0xc084c281,(%rdi)
  402240:	c3                   	retq   

0000000000402241 <setval_204>:
  402241:	f3 0f 1e fa          	endbr64 
  402245:	c7 07 48 89 e0 c7    	movl   $0xc7e08948,(%rdi)
  40224b:	c3                   	retq   

000000000040224c <getval_482>:
  40224c:	f3 0f 1e fa          	endbr64 
  402250:	b8 bf 89 ce c1       	mov    $0xc1ce89bf,%eax
  402255:	c3                   	retq   

0000000000402256 <addval_221>:
  402256:	f3 0f 1e fa          	endbr64 
  40225a:	8d 87 40 89 e0 c3    	lea    -0x3c1f76c0(%rdi),%eax
  402260:	c3                   	retq   

0000000000402261 <getval_105>:
  402261:	f3 0f 1e fa          	endbr64 
  402265:	b8 48 89 e0 c3       	mov    $0xc3e08948,%eax
  40226a:	c3                   	retq   

000000000040226b <getval_151>:
  40226b:	f3 0f 1e fa          	endbr64 
  40226f:	b8 81 d1 90 90       	mov    $0x9090d181,%eax
  402274:	c3                   	retq   

0000000000402275 <addval_475>:
  402275:	f3 0f 1e fa          	endbr64 
  402279:	8d 87 1a 48 89 e0    	lea    -0x1f76b7e6(%rdi),%eax
  40227f:	c3                   	retq   

0000000000402280 <getval_164>:
  402280:	f3 0f 1e fa          	endbr64 
  402284:	b8 89 ce 94 d2       	mov    $0xd294ce89,%eax
  402289:	c3                   	retq   

000000000040228a <setval_319>:
  40228a:	f3 0f 1e fa          	endbr64 
  40228e:	c7 07 48 8d e0 c3    	movl   $0xc3e08d48,(%rdi)
  402294:	c3                   	retq   

0000000000402295 <getval_470>:
  402295:	f3 0f 1e fa          	endbr64 
  402299:	b8 48 89 e0 92       	mov    $0x92e08948,%eax
  40229e:	c3                   	retq   

000000000040229f <addval_124>:
  40229f:	f3 0f 1e fa          	endbr64 
  4022a3:	8d 87 09 b2 89 ce    	lea    -0x31764df7(%rdi),%eax
  4022a9:	c3                   	retq   

00000000004022aa <addval_157>:
  4022aa:	f3 0f 1e fa          	endbr64 
  4022ae:	8d 87 89 c2 84 db    	lea    -0x247b3d77(%rdi),%eax
  4022b4:	c3                   	retq   

00000000004022b5 <end_farm>:
  4022b5:	f3 0f 1e fa          	endbr64 
  4022b9:	b8 01 00 00 00       	mov    $0x1,%eax
  4022be:	c3                   	retq   

00000000004022bf <save_char>:
  4022bf:	8b 05 5f 5e 00 00    	mov    0x5e5f(%rip),%eax        # 408124 <gets_cnt>
  4022c5:	3d ff 03 00 00       	cmp    $0x3ff,%eax
  4022ca:	7f 4a                	jg     402316 <save_char+0x57>
  4022cc:	89 f9                	mov    %edi,%ecx
  4022ce:	c0 e9 04             	shr    $0x4,%cl
  4022d1:	8d 14 40             	lea    (%rax,%rax,2),%edx
  4022d4:	4c 8d 05 05 24 00 00 	lea    0x2405(%rip),%r8        # 4046e0 <trans_char>
  4022db:	83 e1 0f             	and    $0xf,%ecx
  4022de:	45 0f b6 0c 08       	movzbl (%r8,%rcx,1),%r9d
  4022e3:	48 8d 0d 36 52 00 00 	lea    0x5236(%rip),%rcx        # 407520 <gets_buf>
  4022ea:	48 63 f2             	movslq %edx,%rsi
  4022ed:	44 88 0c 31          	mov    %r9b,(%rcx,%rsi,1)
  4022f1:	8d 72 01             	lea    0x1(%rdx),%esi
  4022f4:	83 e7 0f             	and    $0xf,%edi
  4022f7:	41 0f b6 3c 38       	movzbl (%r8,%rdi,1),%edi
  4022fc:	48 63 f6             	movslq %esi,%rsi
  4022ff:	40 88 3c 31          	mov    %dil,(%rcx,%rsi,1)
  402303:	83 c2 02             	add    $0x2,%edx
  402306:	48 63 d2             	movslq %edx,%rdx
  402309:	c6 04 11 20          	movb   $0x20,(%rcx,%rdx,1)
  40230d:	83 c0 01             	add    $0x1,%eax
  402310:	89 05 0e 5e 00 00    	mov    %eax,0x5e0e(%rip)        # 408124 <gets_cnt>
  402316:	c3                   	retq   

0000000000402317 <save_term>:
  402317:	8b 05 07 5e 00 00    	mov    0x5e07(%rip),%eax        # 408124 <gets_cnt>
  40231d:	8d 04 40             	lea    (%rax,%rax,2),%eax
  402320:	48 98                	cltq   
  402322:	48 8d 15 f7 51 00 00 	lea    0x51f7(%rip),%rdx        # 407520 <gets_buf>
  402329:	c6 04 02 00          	movb   $0x0,(%rdx,%rax,1)
  40232d:	c3                   	retq   

000000000040232e <check_fail>:
  40232e:	50                   	push   %rax
  40232f:	58                   	pop    %rax
  402330:	48 83 ec 08          	sub    $0x8,%rsp
  402334:	0f be 15 ed 5d 00 00 	movsbl 0x5ded(%rip),%edx        # 408128 <target_prefix>
  40233b:	4c 8d 05 de 51 00 00 	lea    0x51de(%rip),%r8        # 407520 <gets_buf>
  402342:	8b 0d b0 51 00 00    	mov    0x51b0(%rip),%ecx        # 4074f8 <check_level>
  402348:	48 8d 35 94 20 00 00 	lea    0x2094(%rip),%rsi        # 4043e3 <_IO_stdin_used+0x3e3>
  40234f:	bf 01 00 00 00       	mov    $0x1,%edi
  402354:	b8 00 00 00 00       	mov    $0x0,%eax
  402359:	e8 42 f0 ff ff       	callq  4013a0 <__printf_chk@plt>
  40235e:	bf 01 00 00 00       	mov    $0x1,%edi
  402363:	e8 88 f0 ff ff       	callq  4013f0 <exit@plt>

0000000000402368 <Gets>:
  402368:	41 54                	push   %r12
  40236a:	55                   	push   %rbp
  40236b:	53                   	push   %rbx
  40236c:	49 89 fc             	mov    %rdi,%r12
  40236f:	c7 05 ab 5d 00 00 00 	movl   $0x0,0x5dab(%rip)        # 408124 <gets_cnt>
  402376:	00 00 00 
  402379:	48 89 fb             	mov    %rdi,%rbx
  40237c:	48 8b 3d 6d 51 00 00 	mov    0x516d(%rip),%rdi        # 4074f0 <infile>
  402383:	e8 98 f0 ff ff       	callq  401420 <getc@plt>
  402388:	83 f8 ff             	cmp    $0xffffffff,%eax
  40238b:	74 18                	je     4023a5 <Gets+0x3d>
  40238d:	83 f8 0a             	cmp    $0xa,%eax
  402390:	74 13                	je     4023a5 <Gets+0x3d>
  402392:	48 8d 6b 01          	lea    0x1(%rbx),%rbp
  402396:	88 03                	mov    %al,(%rbx)
  402398:	0f b6 f8             	movzbl %al,%edi
  40239b:	e8 1f ff ff ff       	callq  4022bf <save_char>
  4023a0:	48 89 eb             	mov    %rbp,%rbx
  4023a3:	eb d7                	jmp    40237c <Gets+0x14>
  4023a5:	c6 03 00             	movb   $0x0,(%rbx)
  4023a8:	b8 00 00 00 00       	mov    $0x0,%eax
  4023ad:	e8 65 ff ff ff       	callq  402317 <save_term>
  4023b2:	4c 89 e0             	mov    %r12,%rax
  4023b5:	5b                   	pop    %rbx
  4023b6:	5d                   	pop    %rbp
  4023b7:	41 5c                	pop    %r12
  4023b9:	c3                   	retq   

00000000004023ba <notify_server>:
  4023ba:	55                   	push   %rbp
  4023bb:	53                   	push   %rbx
  4023bc:	4c 8d 9c 24 00 c0 ff 	lea    -0x4000(%rsp),%r11
  4023c3:	ff 
  4023c4:	48 81 ec 00 10 00 00 	sub    $0x1000,%rsp
  4023cb:	48 83 0c 24 00       	orq    $0x0,(%rsp)
  4023d0:	4c 39 dc             	cmp    %r11,%rsp
  4023d3:	75 ef                	jne    4023c4 <notify_server+0xa>
  4023d5:	48 83 ec 18          	sub    $0x18,%rsp
  4023d9:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
  4023e0:	00 00 
  4023e2:	48 89 84 24 08 40 00 	mov    %rax,0x4008(%rsp)
  4023e9:	00 
  4023ea:	31 c0                	xor    %eax,%eax
  4023ec:	83 3d 15 51 00 00 00 	cmpl   $0x0,0x5115(%rip)        # 407508 <is_checker>
  4023f3:	0f 85 26 01 00 00    	jne    40251f <notify_server+0x165>
  4023f9:	89 fb                	mov    %edi,%ebx
  4023fb:	81 3d 1f 5d 00 00 9c 	cmpl   $0x1f9c,0x5d1f(%rip)        # 408124 <gets_cnt>
  402402:	1f 00 00 
  402405:	7f 18                	jg     40241f <notify_server+0x65>
  402407:	0f be 05 1a 5d 00 00 	movsbl 0x5d1a(%rip),%eax        # 408128 <target_prefix>
  40240e:	83 3d 73 50 00 00 00 	cmpl   $0x0,0x5073(%rip)        # 407488 <notify>
  402415:	74 23                	je     40243a <notify_server+0x80>
  402417:	8b 15 e3 50 00 00    	mov    0x50e3(%rip),%edx        # 407500 <authkey>
  40241d:	eb 20                	jmp    40243f <notify_server+0x85>
  40241f:	48 8d 35 f2 20 00 00 	lea    0x20f2(%rip),%rsi        # 404518 <_IO_stdin_used+0x518>
  402426:	bf 01 00 00 00       	mov    $0x1,%edi
  40242b:	e8 70 ef ff ff       	callq  4013a0 <__printf_chk@plt>
  402430:	bf 01 00 00 00       	mov    $0x1,%edi
  402435:	e8 b6 ef ff ff       	callq  4013f0 <exit@plt>
  40243a:	ba ff ff ff ff       	mov    $0xffffffff,%edx
  40243f:	85 db                	test   %ebx,%ebx
  402441:	0f 84 98 00 00 00    	je     4024df <notify_server+0x125>
  402447:	48 8d 2d b0 1f 00 00 	lea    0x1fb0(%rip),%rbp        # 4043fe <_IO_stdin_used+0x3fe>
  40244e:	48 89 e7             	mov    %rsp,%rdi
  402451:	48 8d 0d c8 50 00 00 	lea    0x50c8(%rip),%rcx        # 407520 <gets_buf>
  402458:	51                   	push   %rcx
  402459:	56                   	push   %rsi
  40245a:	50                   	push   %rax
  40245b:	52                   	push   %rdx
  40245c:	49 89 e9             	mov    %rbp,%r9
